text,year
"WHEREAS, God in His divine wisdom created marriage as the covenanted, conjugal union of one man and one woman (Genesis 2:18–24; Matthew 19:4–6; Hebrews 13:4); andWHEREAS, The Baptist Faith & Message (2000) recognizes the biblical definition of marriage as “the uniting of one man and one woman in covenant commitment for a lifetime,” stating further, “It is God’s unique gift to reveal the union between Christ and His church and to provide for the man and the woman in marriage the framework for intimate companionship, the channel of sexual expression according to biblical standards, and the means for procreation of the human race”; andWHEREAS, God ordains government to promote and honor the public good and recognize what is praiseworthy (Romans 13:3–4); andWHEREAS, The public good requires defining and defending marriage as the covenanted, conjugal union of one man and one woman; andWHEREAS, Marriage is by nature a public institution that unites man and woman in the common task of bringing forth children; andWHEREAS, The Supreme Court of the United States will rule in 2015 on whether states shall be required to grant legal recognition as “marriages” to same-sex partnerships; andWHEREAS, The redefinition of marriage to include same-sex couples will continue to weaken the institution of the natural family unit and erode the religious liberty and rights of conscience of all who remain faithful to the idea of marriage as the conjugal union of husband and wife; andWHEREAS, The Bible calls us to love our neighbors, including those who disagree with us about the definition of marriage and the public good; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in Columbus, Ohio, June 16–17, 2015, prayerfully call on the Supreme Court of the United States to uphold the right of the citizens to define marriage as exclusively the union of one man and one woman; and be it further RESOLVED, That Southern Baptists recognize that no governing institution has the authority to negate or usurp God’s definition of marriage; and be it furtherRESOLVED, No matter how the Supreme Court rules, the Southern Baptist Convention reaffirms its unwavering commitment to its doctrinal and public beliefs concerning marriage; and be it furtherRESOLVED, That the religious liberty of individual citizens or institutions should not be infringed as a result of believing or living according to the biblical definition of marriage; and be it furtherRESOLVED, That the Southern Baptist Convention calls on Southern Baptists and all Christians to stand firm on the Bible’s witness on the purposes of marriage, among which are to unite man and woman as one flesh and to secure the basis for the flourishing of human civilization; and be it finallyRESOLVED, That Southern Baptists love our neighbors and extend respect in Christ’s name to all people, including those who may disagree with us about the definition of marriage and the public good.",2015
"WHEREAS, Biblical revelation clearly and consistently affirms that human life is formed by God in His image and is therefore worthy of honor and dignity (Genesis 1:27; 9:6); andWHEREAS, God alone is the Author of life and He alone numbers our days, from the moment of conception until natural death (Job 14:5–7; Psalm 39:4); andWHEREAS, The Bible commands us to honor our parents and the aged (Exodus 20:12; Leviticus 19:32; Ephesians 6:2); andWHEREAS, The Baptist Faith & Message (2000) affirms that “children, from the moment of conception, are a blessing and heritage from the Lord” and calls us to “speak on behalf of the unborn and contend for the sanctity of all human life from conception to natural death”; and WHEREAS, An estimated fifty-seven million unborn babies have been aborted since the legalization of abortion in 1973 (Roe v. Wade); andWHEREAS, Legislation or court rulings have effectively legalized physician-assisted suicide in several states and additional states are considering similar action; andWHEREAS, Recent federal directives seek to compel religious organizations to provide coverage for abortifacient technologies and services; now, therefore, be it RESOLVED, That the messengers to the Southern Baptist Convention meeting in Columbus, Ohio, June 16–17, 2015, affirm the dignity and sanctity of human life at all stages of development, from conception to natural death; and be it further RESOLVED, That we reaffirm our repudiation of the genocide of legalized abortion in the United States and call on civil authorities to enact laws that defend the lives of the unborn; and be it furtherRESOLVED, That we welcome and commend legislation that ensures that all mothers will be fully informed by medical providers of the life development of their unborn children; and be it further RESOLVED, That we call on our fellow citizens of good will to collaborate with us on behalf of justice, the protection of human life, and the cause of human flourishing; and be it further RESOLVED, That we encourage Southern Baptists to continue and to expand their local ministries that care for and protect the unborn, the vulnerable, and the aged; and be it furtherRESOLVED, That we call on Southern Baptist churches and entities to show the love of Christ through appropriate means to those women most vulnerable to the victimization of the abortion industry, and to show grace and mercy to those individuals who grieve with repentance over past abortions; and be it furtherRESOLVED, That we call on our churches and all believers to care for the elderly among us, to show them honor and dignity, and to prayerfully support and counsel those who are providing end-of-life care for the aged, the terminally ill, and the chronically infirmed; and be it furtherRESOLVED, That we commend the efforts of our denominational entities, especially The Ethics & Religious Liberty Commission, in the defense and protection of human life at every stage; and be it finallyRESOLVED, That we pray and work for the repeal of unjust laws and inhumane practices that degrade human life, all the while looking toward the day when our Lord will make all things new and “Death will no longer exist; grief, crying, and pain will exist no longer, because the previous things have passed away” (Revelation 21:4).",2015
"WHEREAS, God calls His people to holiness and Christ has specifically summoned His followers to sexual purity (Matthew 5:27–28; 1 Thessalonians 4:3–5); andWHEREAS, Sexual sin robs us of our joy in God and is especially grievous to our souls (1 Corinthians 6:18); andWHEREAS, Increasing numbers of men and women report their addiction and enslavement to pornography in multiple forms; andWHEREAS, Pornography has devastated many of our families and churches, leaving countless divorces and broken homes in its wake; and WHEREAS, The sex industry is exploitative in its very nature, often complicit in the blight of human trafficking, harming all its participants; andWHEREAS, Increasing numbers of our children have been victimized by this insidious industry, not only through child pornography, but also by the active marketing of pornographic content to young men and women; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in Columbus, Ohio, June 16–17, 2015, express our deep grief over the widespread devastation inflicted by the pornography industry in our churches and communities; and be it furtherRESOLVED, That we commit ourselves as disciples of Christ to lives of purity in thought, word, and deed; and be it furtherRESOLVED, That we call on Southern Baptist churches to continue and to expand efforts to teach the whole counsel of God regarding sexual purity, human dignity, biblical gender roles, and the dangers of pornography; and be it furtherRESOLVED, That we call on government authorities to enact and enforce laws that restrict all forms of pornography, particularly those that include and exploit minors; and be it furtherRESOLVED, That we encourage Christian families to exercise deliberate care and concern for instructing our children how to wisely use online resources for good and to show appropriate discernment in protecting our children from harmful influences; and be it finally RESOLVED, That we commend the good news that Christ is fully able to deliver and restore those who have fallen in sexual sin who look to Him in faith and repentance, and call our churches to foster a culture of grace, mercy, and restoration.",2015
"WHEREAS, Religious liberty is a principle rooted in Scripture and demonstrated in the Gospel (Daniel 3:16–18; Galatians 5:1); and WHEREAS, The Baptist Faith & Message (2000) asserts, “The state has no right to impose penalties for religious opinion of any kind,” and “A free church in a free state is the Christian ideal, and this implies the right of free and unhindered access to God on the part of all men, and the right to form and propagate in the sphere of religion without interference by the civil power”; andWHEREAS, All individuals are created in the image of God (Genesis 1:27), and therefore deserve to be regarded with dignity and respect; and WHEREAS, Vast numbers of Christians worldwide are experiencing religious persecution because of their confession of Christ as Lord (2 Timothy 3:12); and  WHEREAS, Multiple thousands of these believers are martyred each year, while countless others are imprisoned, tortured, or otherwise oppressed for activities including possessing a copy of the Scriptures, gathering to worship Jesus Christ, or sharing the Gospel; and WHEREAS, Faithful followers of Christ worldwide are facing extreme and severe persecution in nations including, but not limited to, North Korea, Somalia, Iraq, Syria, Afghanistan, Sudan, Iran, Pakistan, Eritrea, Nigeria, Maldives, Saudi Arabia, Libya, Yemen, Uzbekistan, Vietnam, Central African Republic, Qatar, Kenya, Turkmenistan, India, Ethiopia, Egypt, Djibouti, and Myanmar; and WHEREAS, Governments that persecute Christians and abridge religious freedom invariably are guilty of other human rights abuses as well; and WHEREAS, Followers of Jesus reflect the character and mission of our Lord by proclaiming liberty to captives and setting free those who are oppressed (Luke 4:18); and WHEREAS, Baptists, owing much of our heritage first to the women and men of the Radical Reformation, have courageously stood for religious liberty and the exclusivity of salvation in Jesus Christ and were persecuted, many becoming martyrs; andWHEREAS, Christians living in nations with religious liberty bear a responsibility not only to pray for our persecuted brothers and sisters worldwide (2 Timothy 1:8) but also to employ every avenue to advocate justice on their behalf (Amos 5:24; Micah 6:8); now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in Columbus, Ohio, June 16–17, 2015, give thanks to God that He has mercifully placed us in a nation that upholds religious liberty, and resolutely oppose and denounce all religious persecution anywhere in the world; and be it furtherRESOLVED, That we urge Southern Baptists and all Americans to refrain from international trade, even at the risk of financial loss, with or in nations that practice religious persecution; and be it furtherRESOLVED, That we encourage our governmental officials to elevate religious liberty concerns to the highest priority in foreign policy, invoking sanctions against those nations which advocate or tolerate persecution of those with differing religious beliefs; and be it further RESOLVED, That we gratefully acknowledge and trust that what wicked people intend for evil, God is sovereignly using for good (Genesis 50:20; Romans 8:28), affirming the message of the ancient theologian Tertullian to persecutors: “The oftener we are mowed down by you, the more in number we grow; the blood of Christians is seed”; and be it finallyRESOLVED, That we call for all Southern Baptists to pray for our persecuted brothers and sisters continually in our personal prayer times and regularly in our corporate worship services and prayer gatherings, asking that God grant them endurance, deliverance, justice, and souls won to Christ through their faithful and sacrificial witness.",2015
"WHEREAS, All individuals are created in the image of God (Genesis 1:27), and therefore deserve to have their physical, emotional, and spiritual integrity respected; andWHEREAS, God’s people should be committed to break the chains of wickedness, untie the ropes of the yoke, set the oppressed free, tear off every yoke, and care for the prisoner and the mistreated (Isaiah 58:6; Matthew 25:36; Hebrews 13:3); and	WHEREAS, The human rights situation for millions of people in North Korea since the succession of the new leader Kim Jong Un on December 17, 2011, remains among the most severe in the world; andWHEREAS, in 2014 the United Nations Commission of Inquiry on human rights in North Korea determined that crimes against humanity were taking place in that country, including “extermination, murder, enslavement, torture, imprisonment, rape, forced abortions and other sexual violence, persecution on political, religious, racial and gender grounds, the forcible transfer of populations, the enforced disappearance of persons and the inhumane act of knowingly causing prolonged starvation”; andWHEREAS, Followers of Jesus Christ and adherents to any faith other than the state-sanctioned cult of personality revolving around the Kim family face extreme persecution against themselves and their family members; andWHEREAS, Despite the fact that an estimated 200,000 to 400,000 Christians in North Korea remain at grave risk of persecution, underground churches continue to minister to and help North Koreans escape to third country safe havens like the United States and South Korea; andWHEREAS, The United States Congress passed the North Korean Human Rights Act of 2004, reauthorized in 2008 and 2012, to alleviate the suffering of North Koreans in and outside of the country, provide information of the outside world into North Korea, and to promote human rights, democracy, and market economy in North Korea; now, therefore, be it RESOLVED, That the messengers to the Southern Baptist Convention meeting in Columbus, Ohio, June 16–17, 2015, appeal to Kim Jong Un and the government of North Korea to respect and ensure human rights for all individuals as obligated both by biblical teaching and the international covenants to which it is a State Party, including the Universal Declaration of Human Rights of 1948; and be it furtherRESOLVED, That we urge President Barack Obama and both houses of the US Congress to do all they can to pressure the government of North Korea to respect the dignity and religious freedom of all its citizens; and be it finallyRESOLVED, That we renew our call to Southern Baptists and all our brothers and sisters in Christ to pray that God will turn the heart of Kim Jong Un to Himself and that President Kim might grant to all the people of North Korea the respect they deserve as God’s creation (Proverbs 21:1).",2015
"RESOLUTION ON THE CRISIS IN CAMBODIA	WHEREAS, The people of Cambodia continue to suffer the ravages of starvation, disease, and wholesale death, and	WHEREAS, Life-saving food, medicine, and support services have been severely curtailed due to the political tensions which prevail in Southeast Asia, and	WHEREAS, American public attention, which is indispensable in stimulating and mobilizing relief efforts, has recently been dwindling, and	WHEREAS, The Bible clearly calls Christians to develop and validate their discipleship by feeding the hungry, helping the poor, and ministering to those who suffer, and	WHEREAS, Southern Baptists, in efforts to carry out the Great Commission, have consistently sought to minister to people by offering both the cup of cold water for the thirsty and the good news of the ""Living Water"" through repentance and faith in Jesus Christ as Lord and Savior,	Therefore be it RESOLVED, That we commit ourselves to pray regularly and faithfully for healing, freedom, and relief for the Cambodians;	Be it further RESOLVED, That we do all within our power to affect public opinion in raising national and denominational consciousness as to the critical plight of the Cambodians;	Be it further RESOLVED, That we give sacrificially and encourage others to give to help alleviate human hunger in general and Cambodian suffering in particular;	Be it further RESOLVED, That we, as citizens, urge our elected representatives to give prompt attention to the Cambodian crisis, exploring appropriate avenues to remove the barriers which now severely hinder emergency assistance and material from having their desired effect; and	Be it further RESOLVED, That we encourage Southern Baptist churches wherever appropriate to help in ministering to Cambodian refugees who have immigrated to our country, remembering the words of our Lord Jesus, ""Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me"" (Matthew 25:40).",2015
"A resolution has traditionally been defined as an expression of opinion or concern, as compared to a motion, which calls for action. A resolution is not used to direct an entity of the Southern Baptist Convention to specific action other than to communicate the opinion or concern expressed. Resolutions are passed during the annual Convention meeting.",2015
"WHEREAS, Our entire nation is grieving as a result of the mass shooting of over one hundred people, resulting in the tragic deaths of at least fifty in Orlando, Florida, on June 12, 2016; andWHEREAS, The Bible teaches that God has created all men and women in His image (Genesis 1:26-27), and as the Author of life, regards acts of murder as evil (Matthew 16:18), and calls His people to love their neighbors as themselves (Matthew 22:39); now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14-15, 2016, pray for the surviving victims, all affected families of those murdered, injured, and otherwise harmed, and first responders; and be it furtherRESOLVED, That we extend our love and compassion to those devastated by this tragedy and pledge to come to their aid by donating blood and other supportive means; and be it finallyRESOLVED, That we regard those affected by this tragedy as fellow image-bearers of God and our neighbors, and therefore condemn this act of terrorism and others like it and pray for the day when these senseless acts of violence cease.",2016
"WHEREAS, The messengers to the 159th session of the Southern Baptist Convention are enjoying a time of worship, encouragement, and fellowship in the Lord Jesus Christ; and WHEREAS, We acknowledge God’s providence in all these blessings; andWHEREAS, We also acknowledge the kind hospitality of the people of St. Louis, Missouri; andWHEREAS, We further acknowledge our local Southern Baptist churches, associations, state Baptist conventions, SBC committees, staffs of SBC entities, and volunteers of the St. Louis area who have worked so diligently to make our stay a pleasant one; andWHEREAS, We especially acknowledge the Lord’s grace in enabling our president, officers, various committees, musicians, and other platform personnel to conduct the affairs of this Convention with dignity and a Christ-like spirit; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14–15, 2016, express our profound gratitude to the Lord and to all those through whom He worked to bring about an annual meeting characterized by grace, evangelism, worship, encouragement, cooperation, and purpose.",2016
"WHEREAS, In the beginning God created male and female in His image as the crowning act of Creation (Genesis 1:26–27); and WHEREAS, Marriage is between one man and one woman, ordered by God toward the union of the spouses, the means of procreation, formative of family, and foundational to the common good of society (Genesis 1:28, 2:18–24); andWHEREAS, The Baptist Faith and Message asserts, “God alone is Lord of the conscience, and He has left it free from the doctrines and commandments of men which are contrary to His Word or not contained in it”; andWHEREAS, The Baptist Faith and Message also affirms, “A free church in a free state is the Christian ideal, and this implies the right of free and unhindered access to God on the part of all men, and the right to form and propagate opinions in the sphere of religion without interference by the civil power”; andWHEREAS, Any law that directly contradicts natural law and biblical truth is an unjust law; andWHEREAS, Our highest respect for the rule of law requires that we not affirm an unjust law that directly contradicts higher law; andWHEREAS, The First Amendment to the United States Constitution and every state Constitution recognize the importance of and the need to protect the free exercise of religion; andWHEREAS, The Religious Freedom Restoration Act adopted in 1993 with near unanimous support by the United States Congress and signed by President Bill Clinton restored the careful balancing test for weighing claims of religious liberty infringement against a compelling government interest, using the least restrictive means; andWHEREAS, Many states have passed similar legislation expressly protecting the free exercise of religion; andWHEREAS, The Supreme Court’s Obergefell decision in 2015 purporting to redefine marriage does violence to the Constitution and is contrary to the Bible and natural order; and WHEREAS, The Obama Administration’s recent “guidance” requiring transgender access in public school bathrooms and locker rooms based on its unauthorized redefinition of “sex” in federal law rejects God’s design of male and female; and WHEREAS, Business owners and employees of various faiths are increasingly faced with decisions to submit to unjust laws about marriage and sexuality or violate their consciences; andWHEREAS, Experience and recent history have shown that when the government redefines marriage as anything other than between a man and a woman, the police power of the state is brought to bear to enforce that redefinition, resulting in an inevitable collision with religious freedom and conscience rights; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14–15, 2016, express our commitment to biblical sexuality and continue to stand united in defense of God’s design for marriage; and be it furtherRESOLVED, That we dissent from the Obergefell opinion that purports to redefine the institution of marriage created by God; and be it furtherRESOLVED, That we pledge to strengthen biblical marriages in our homes, churches, and communities; and be it furtherRESOLVED, That we applaud and support the efforts of eleven state attorneys general in their challenge to the Obama Administration’s transgender “guidance”; and be it furtherRESOLVED, That we reiterate our love for our neighbors who identify as transgender, seek their good always, welcome them to our churches, and, as they repent and believe in Christ, receive them into church membership (2 Corinthians 5:18–20; Galatians 5:14); and be it furtherRESOLVED, That we applaud and encourage our brothers and sisters who struggle with gender identity or same sex attraction, but who have chosen holiness and God’s design instead (Romans 3:23; 1 Corinthians 6:11); and be it furtherRESOLVED, That we express our continued support for the Religious Freedom Restoration Act and similar laws and call on government officials to reject requests that would tamper with or weaken these laws; and be it furtherRESOLVED, That we call on Congress to pass the First Amendment Defense Act in order to ensure that the federal government does not discriminate against people of faith because of their convictions regarding marriage; and be it further RESOLVED, That we call upon our elected officials to pass laws at every level of government that protect the free exercise of religion; and be it furtherRESOLVED, That we stand in solidarity with those whose jobs, professions, businesses, ministries, schools, and personal freedoms are threatened because their consciences will not allow them to recognize, promote, or participate in activities associated with unbiblical marriage; and be it finallyRESOLVED, That we commit to pray for revival and a return to a recognition of the sanctity of marriage as between one man and one woman, God’s design for gender, freedom of conscience, and unhindered religious freedom.",2016
"WHEREAS, The Great Commission is carried out when unbelievers hear the Gospel, repent of their sins and believe in the Gospel, are baptized as witnesses to the Gospel, and are taught to obey all the commands of Christ (Matthew 28:16–20); andWHEREAS, Jesus’s model for disciple-making extends beyond focusing exclusively on the inner, deeper life and necessarily entails being fishers of men (Matthew 4:19; Luke 5:10, 19:20; 1 Corinthians 9:19–23); andWHEREAS, The discipline of evangelism is “soul-winning,” as the New Testament employs the words “winning” and “persuading” in regards to imploring unbelievers to believe in Jesus Christ for the salvation of their souls (1 Corinthians 9:19–22; 2 Corinthians 5:11, 20); andWHEREAS, The soul of every person will spend eternity in hell unless that person believes the life-changing message of the Gospel (Matthew 7:21–23; Luke 16:19–31; Romans 10:14–15; Revelation 20:11–15); andWHEREAS, The Scriptures teach that a clear and complete invitation to receive Jesus Christ must be offered genuinely to all people (Matthew 19:16–30; Mark 10:17–22; Acts 1:8; 2:26–39; Revelation 22:17); andWHEREAS, As spiritual leaders of their churches and to be innocent of the blood of all men, pastors bear dual responsibilities not only for proclaiming the Gospel publicly but also for sharing the Gospel personally with lost people (Ezekiel 3:16–21; 33:1–20; Acts 18:5–8; 20:17–38; Romans 10:15); andWHEREAS, Though Southern Baptists have historically challenged themselves in personal evangelism, baptisms, and discipleship, nevertheless, there has been an alarming downturn among Southern Baptist churches in baptisms since 1998, even as the population of the United States has grown; andWHEREAS, Commendable Southern Baptist efforts in church planting, church revitalization, and new works must be matched by a commitment to and engagement in intentional evangelism in order for true, Great Commission advance to occur; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14–15, 2016, understand “evangelism” as the intentional, consistent, and verbal declaration of the Gospel to unbelievers in the power of the Holy Spirit; and be it furtherRESOLVED, That we articulate from the Scriptures the death, burial, and resurrection of the God-man, Jesus Christ, for the forgiveness of sins as the heart of the Gospel (1 Corinthians 15:3–4); and be it further RESOLVED, That we acknowledge salvation is by grace alone, through faith alone, and in Christ alone, wrought by the Holy Spirit as people repent of their sins, believe in Jesus Christ, and confess Him as their Savior and Lord (John 14:6; 16:8–11; Acts 2:37–38; 4:12; Romans 10:9-10; Ephesians 1:13; 2:8; Titus 3:4–7); and be it furtherRESOLVED, That we affirm a clear and complete Gospel presentation includes the genuine invitation for any unbeliever to repent of sin, to believe in Jesus Christ as the only way to receive God’s salvation and forgiveness, and to confess Jesus as Lord (Matthew 4:17; Mark 1:14-15; Acts 3:19; Romans 10:9-10); and be it furtherRESOLVED, That we encourage all pastors to present the Gospel message publicly in their weekly worship services and to make appeals in their sermons for people to receive Jesus as their Savior and Lord and to follow Him in believer’s baptism; and be it furtherRESOLVED, That we encourage all pastors to lead the way in personally sharing the Gospel with unbelievers each week; and be it furtherRESOLVED, That we encourage all Bible study teachers regularly to explain the Gospel in their lessons and routinely provide opportunity for unbelievers to repent of their sins and believe in Jesus Christ for salvation; and be it furtherRESOLVED, That we encourage all congregations prayerfully to set goals and to implement intentional, evangelistic strategies that aim to increase the number of people they baptize in the coming year; and be it furtherRESOLVED, That we commend the North American Mission Board, International Mission Board, state conventions, associations, and local churches in their efforts to train, equip, and mobilize Southern Baptists in the task of evangelism; and be it furtherRESOLVED, That we encourage all ministry staffs, deacons, and church members to offer support as their pastors lead them to make disciples in consistent obedience to the Great Commission, both locally and globally; and be it furtherRESOLVED, That we urge all Southern Baptists to evangelize consistently, intentionally, and compassionately, sharing the Gospel with unbelievers in their communities, their states, the nation, and the world; and be it finallyRESOLVED, That our pursuit and obedience to proclaim the Gospel will come from our great love for Jesus, our desire to glorify God, and to advance God’s kingdom.",2016
"WHEREAS, The Old Testament declares God’s promise to Abram, “I will make you into a great nation…. I will bless those who bless you, I will curse those who treat you with contempt, and all the peoples of the earth will be blessed through you” (Genesis 12:1–3); andWHEREAS, Israel represents the descendants of Jacob as an ethnic, cultural, and national entity (Genesis 32:28); andWHEREAS, The New Testament affirms that salvation is from the Jews and that God’s Word concerning Israel will be fulfilled (John 4:22; Romans 9–11); andWHEREAS, We are to pray for the peace of Jerusalem and for the salvation of Israel (Psalm 122:6–7; Romans 10:1); andWHEREAS, We share with the nation of Israel many values as the only democratic ally of the United States in the Middle East; andWHEREAS, The Boycott, Divestment, and Sanctions (BDS) Movement seeks to isolate the nation of Israel economically and socially; andWHEREAS, We are concerned by anti-Israel activities in this country within certain university campuses, academic and professional associations, and popular culture; andWHEREAS, We thankfully remember that we are indebted to the Jewish people, who gave us much of our Bible and our Lord Jesus Christ, the Messiah, now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14–15, 2016, commit to bless Israel; and be it furtherRESOLVED, That we support the right of Israel to exist as a sovereign state and reject any activities that attack that right by promoting economic, cultural, and academic boycotts against Israel; and be it finallyRESOLVED, That at this critical time when dangerous forces are mounting up against the nation of Israel, we recommit ourselves to pray for God’s peace to rule in Jerusalem and for the salvation of Israel, for the Gospel is “God’s power for salvation to everyone who believes, first to the Jew” (Romans 1:16).",2016
"WHEREAS, More than five million people are living with Alzheimer’s disease in the United States, and at least 14 percent of people over the age of seventy are currently experiencing some form of dementia, and these numbers are projected to continue to rise over the coming decades; andWHEREAS, There is currently no cure and people with Alzheimer’s live with progressively worsening disability and greater dependence on other people; andWHEREAS, Family members take on the vast majority of caregiving responsibilities and often experience significant burden, stress, depression, and isolation, with the caregiving demands so great that some experience deterioration of their own health and often find it difficult to continue to participate in the life of the church; andWHEREAS, God calls us to care for the most vulnerable among us, including those who are unable to remember or speak for themselves (Isaiah 58:1–14; Zechariah 7:8–10; James 1:27); andWHEREAS, All people are created in the image of God (Genesis 1:26–27) and this status as image bearers does not depend upon cognitive or intellectual ability, because all people, including those with Alzheimer’s and dementia, have value and are loved by God; andWHEREAS, The Baptist Faith and Message highlights the call “to provide … for the aged, the helpless, and the sick” and to “contend for the sanctity of all human life from conception to natural death”; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14–15, 2016, call upon our churches to seek education related to Alzheimer’s and dementia, learning how to care for and journey with adults in their communities who are experiencing such conditions; and be it furtherRESOLVED, That we ask our churches prayerfully to consider expanding ministry programs to include the needs of older adults with Alzheimer’s and dementia and their family caregivers; and be it furtherRESOLVED, That we urge our churches to treat people with Alzheimer’s and dementia with dignity and continue to invite them into the life of the church, rehearsing the good news of the Gospel together, singing familiar songs and hymns, reading Scripture together, and praying together, including well-known prayers, such as the Lord’s Prayer; and be it furtherRESOLVED, That we call upon our churches to seek opportunities to care for and support caregiving families through word and prayer, and also through practical assistance, respite, and companionship as a community of believers; and be it furtherRESOLVED, That we call upon our seminaries and colleges to offer Alzheimer’s and dementia education in their ministry and counseling training programs; and be it furtherRESOLVED, That we encourage Southern Baptist pastors to seek training in order to become aware of the challenges of living with Alzheimer’s and dementia and practical ways to minister to this vulnerable group in our communities; and be it finallyRESOLVED, That we appeal to Southern Baptists to carry out the mission of the church by reaching outward to families and individuals affected by Alzheimer’s and dementia in their surrounding communities and neighborhoods, praying that we would be known by our love amongst a people who are often isolated and desperate for community and support.",2016
"WHEREAS, SBC President Ronnie Floyd has rallied Southern Baptists to “rise up and cry out against racism that still exists in our nation and our churches,” recognizing we are in a “desperate hour” that calls us to “replace these evils with the beauty of grace and love”; and WHEREAS, In 1995, the Southern Baptist Convention repudiated “historic acts of evil, such as slavery,” and committed “to eradicate racism in all its forms from Southern Baptist life and ministry”; andWHEREAS, In more recent resolutions the Southern Baptist Convention called “all Christian men and women to pray and labor for the day when our Lord will set all things right and racial prejudice and injustice will be no more” (2014) and expressed continued grief “over the presence of racism and the recent escalation of racial tension in our nation” (2015); and WHEREAS, More than 20 percent (nearly eleven thousand) of our cooperating Southern Baptist congregations identify as predominately non-Anglo and for the last two years more than 50 percent of Southern Baptist new church plants are predominately non-Anglo; andWHEREAS, We recognize that the Confederate battle flag is used by some and perceived by many as a symbol of hatred, bigotry, and racism, offending millions of people; and WHEREAS, We recognize that, while the removal of the Confederate battle flag from public display is not going to solve the most severe racial tensions that plague our nation and our churches, those professing Christ are called to extend grace and put the consciences of others ahead of their own interests and actions (1 Corinthians 8:9–13, 10:23; Philippians 2:3–4); andWHEREAS, The state of South Carolina, with the support of state Baptist leaders, responded to the tragic slayings on June 17, 2015, of nine precious believers at Mother Emanuel AME Church in Charleston by removing the Confederate battle flag from their Capitol grounds and placing it in preservation at a military museum in Columbia; andWHEREAS, Oklahoma Baptist University recently removed an image of the Confederate battle flag from its campus chapel; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14–15, 2016, commend the governmental officials of South Carolina, Baptist leaders in that state, and the Oklahoma Baptist University administration for their sensitivity and for fostering unity; and be it furtherRESOLVED, That we acknowledge both the importance of remembering family heritage and sacrifice, as well as the urgency of pursuing a unified Body of Christ and racial healing in America; and be it furtherRESOLVED, That, we call our brothers and sisters in Christ to discontinue the display of the Confederate battle flag as a sign of solidarity of the whole Body of Christ, including our African American brothers and sisters; and be it finallyRESOLVED, That we urge fellow Christians to exercise sensitivity so that nothing brings division or hinders the unity of the Body of Christ to be a bold witness to the transforming power of Jesus.",2016
"WHEREAS, Southern Baptists have long championed the freedoms guaranteed by the First Amendment to the United States Constitution, which provide, in part, that “Congress shall make no law… abridging the freedom of speech, or of the press”; andWHEREAS, Scripture directs Christ’s followers to function as “salt” and “light” in the culture and to fulfill their civic responsibilities (Matthew 5:13–16, 40–42; 17:24–27; 22:21; Romans 13:1–7), and many Christians pursue journalism as a vocation where they seek to be “salt” and “light”; andWHEREAS, American history is replete with examples of journalists positively influencing culture and government through their exercise of freedom of the press; andWHEREAS, Southern Baptists have been blessed with many capable journalists whose pens have been used for the common good, and are well served by Baptist Press and the news organizations of the Association of State Baptist Publications; andWHEREAS, The American principle of freedom of the press is an important parallel to the sacred principle of freedom of conscience and religious liberty, also enshrined in the First Amendment, historically and uniquely advocated by Baptists; andWHEREAS, Irresponsible journalism characterized by slanted news coverage, poor fact-checking, and imbalanced subject matter coverage results in misinformed citizens, decreased confidence in the press, and an endangerment of the principle of press freedom; now, therefore, be itRESOLVED, That the messengers to the Southern Baptist Convention meeting in St. Louis, Missouri, June 14–15, 2016, urge pastors to uphold the freedom of the press, recognizing how closely it is tied to the exercise of our religious liberty; and be it further RESOLVED, That we encourage journalists and news organizations – both secular and religious – to exercise responsibly their freedom; and be it furtherRESOLVED, That we encourage all entities in the Southern Baptist family to honor freedom of the press by continuing to make reasonable accommodations to the news media seeking to cover Southern Baptist entities and newsmakers; and be it furtherRESOLVED, That we encourage Christians to exercise their own freedom responsibly by carefully judging the journalistic standards of news sources they read and cite, especially on social media; and be it finallyRESOLVED, That we encourage Christian young people who are called to the vocation of journalism, as well as those currently engaged in the profession, to remember that ethically sound journalism should seek to be just, balanced, and accurate, and that journalists should be honest and courageous in their work.",2016
